TZ1;t1;TZ2;t2;TZ3;t3;TZ4;t4;TZ5;t5;TZ6;t6;TZ7;t7;TZ8;t8;TZ9;t9;TP1;TP2;TP3;TP4;TP5;TP6;TP7;TP8;TP9;index
664;20;667;20;672;20;676;20;681;20;686;20;691;20;696;14.54;701;14.54;254.94;430.71;550.6;618.35;653.83;672.58;683.55;689.79;695.49;377
665;20;668;20;673;20;677;20;682;20;687;20;692;20;697;14.54;702;14.54;255.91;432.2;552.17;619.77;655.09;673.72;684.63;690.85;696.53;378
666;20;669;20;674;20;678;20;683;20;688;20;693;20;698;14.54;703;14.54;256.88;433.7;553.74;621.19;656.34;674.86;685.71;691.9;697.57;379
657;20;660;20;665;20;669;20;674;20;679;20;684;20;689;14.54;694;14.54;248.24;420.31;539.59;608.36;644.99;664.54;675.98;682.41;688.22;380
656;20;659;20;664;20;668;20;673;20;678;20;683;20;688;14.54;693;14.54;247.3;418.83;538.01;606.92;643.72;663.39;674.9;681.36;687.18;381
655;20;658;20;663;20;667;20;672;20;677;20;682;20;687;14.54;692;14.54;246.35;417.36;536.44;605.48;642.45;662.23;673.81;680.3;686.14;382
654;20;657;20;662;20;666;20;671;20;676;20;681;20;686;14.54;691;14.54;245.41;415.88;534.86;604.04;641.17;661.08;672.73;679.24;685.1;383
653;20;656;20;661;20;665;20;670;20;675;20;680;20;685;14.54;690;14.54;244.47;414.41;533.29;602.6;639.9;659.92;671.64;678.18;684.05;384
652;20;655;20;660;20;664;20;669;20;674;20;679;20;684;14.54;689;14.54;243.54;412.95;531.71;601.16;638.62;658.76;670.55;677.12;683.01;385
651;20;654;20;659;20;663;20;668;20;673;20;678;20;683;14.54;688;14.54;242.61;411.48;530.14;599.72;637.34;657.6;669.46;676.06;681.97;386
650;20;653;20;658;20;662;20;667;20;672;20;677;20;682;14.54;687;14.54;241.68;410.02;528.56;598.27;636.05;656.43;668.37;675;680.92;387
649;20;652;20;657;20;661;20;666;20;671;20;676;20;681;14.54;686;14.54;240.75;408.56;526.98;596.82;634.77;655.27;667.28;673.94;679.88;388
648;20;651;20;656;20;660;20;665;20;670;20;675;20;680;14.54;685;14.54;239.82;407.1;525.41;595.37;633.48;654.1;666.18;672.87;678.84;389
600;20;622;20;633;20;640;20;648;20;655;20;662;20;670;14.54;683;14.54;198.51;354.59;476.5;556.33;604.27;631.93;648.83;658.85;670.74;390
